date,adr,room_type,num_rooms,location,month
2023-03-20,218,double,4,New York,3
2023-03-20,238,suite,5,Copenhagen,3
2023-03-20,480,suite,5,New York,3
2023-03-20,194,double,1,Berlin,3
2023-03-20,227,suite,2,Copenhagen,3
2023-03-21,273,single,5,New York,3
2023-03-21,113,double,1,Berlin,3
2023-03-21,110,single,2,Berlin,3
2023-03-21,256,single,5,New York,3
2023-03-21,149,single,1,Copenhagen,3
2023-03-21,236,suite,4,Copenhagen,3
2023-03-21,135,single,1,Berlin,3
2023-03-21,416,suite,1,New York,3
2023-03-21,119,single,5,Berlin,3
2023-03-21,298,single,4,New York,3
2023-03-21,196,single,2,New York,3
2023-03-21,233,double,5,New York,3
2023-03-21,251,double,1,New York,3
2023-03-21,231,single,2,New York,3
2023-03-21,117,double,1,Berlin,3
2023-03-21,261,double,4,New York,3
2023-03-21,180,single,2,New York,3
2023-03-21,117,single,5,Copenhagen,3
2023-03-21,207,double,4,Copenhagen,3
2023-03-21,249,single,5,New York,3
2023-03-22,306,double,2,New York,3
2023-03-22,232,suite,5,Berlin,3
2023-03-22,285,double,5,New York,3
2023-03-22,174,double,5,Copenhagen,3
2023-03-22,137,single,5,Berlin,3
2023-03-22,176,double,1,Berlin,3
2023-03-22,208,single,4,New York,3
2023-03-22,93,single,4,Copenhagen,3
2023-03-22,143,double,5,Berlin,3
2023-03-22,127,double,4,Copenhagen,3
2023-03-22,130,single,4,Copenhagen,3
2023-03-22,113,single,5,Berlin,3
2023-03-22,150,single,3,Copenhagen,3
2023-03-22,200,single,2,New York,3
2023-03-22,150,double,4,Copenhagen,3
2023-03-22,239,double,3,New York,3
2023-03-22,87,single,3,Copenhagen,3
2023-03-22,276,double,3,New York,3
2023-03-22,187,single,4,New York,3
2023-03-22,105,single,2,Copenhagen,3
2023-03-23,279,double,5,New York,3
2023-03-23,143,single,3,Copenhagen,3
2023-03-23,280,suite,4,Berlin,3
2023-03-23,159,double,5,Copenhagen,3
2023-03-23,152,double,2,Berlin,3
2023-03-23,217,double,4,New York,3
2023-03-23,194,double,1,Copenhagen,3
2023-03-23,136,double,3,Berlin,3
2023-03-23,78,single,4,Copenhagen,3
2023-03-23,340,double,2,New York,3
2023-03-23,176,double,3,Copenhagen,3
2023-03-23,248,single,2,New York,3
2023-03-23,534,suite,3,New York,3
2023-03-23,398,suite,1,New York,3
2023-03-23,114,single,2,Copenhagen,3
2023-03-23,253,single,3,New York,3
2023-03-23,400,double,4,New York,3
2023-03-23,80,single,1,Copenhagen,3
2023-03-23,231,single,4,New York,3
2023-03-23,102,single,5,Berlin,3
2023-03-24,367,double,4,New York,3
2023-03-24,216,double,4,New York,3
2023-03-24,378,suite,1,New York,3
2023-03-24,265,double,4,New York,3
2023-03-24,223,single,3,New York,3
2023-03-24,258,single,1,New York,3
2023-03-24,254,single,2,New York,3
2023-03-24,269,single,2,New York,3
2023-03-24,207,suite,1,Copenhagen,3
2023-03-24,233,double,1,New York,3
2023-03-24,171,double,5,Copenhagen,3
2023-03-24,373,suite,2,New York,3
2023-03-24,269,double,5,New York,3
2023-03-24,458,suite,4,New York,3
2023-03-24,238,single,3,New York,3
2023-03-24,250,double,1,New York,3
2023-03-24,383,double,1,New York,3
2023-03-24,254,single,3,New York,3
2023-03-24,366,double,1,New York,3
2023-03-24,213,double,5,New York,3
2023-03-25,120,single,2,Copenhagen,3
2023-03-25,134,single,2,Copenhagen,3
2023-03-25,66,single,3,Berlin,3
2023-03-25,599,suite,1,New York,3
2023-03-25,223,double,3,Copenhagen,3
2023-03-25,302,double,3,New York,3
2023-03-25,276,suite,5,Copenhagen,3
2023-03-25,251,single,1,New York,3
2023-03-25,350,double,5,New York,3
2023-03-25,78,single,4,Berlin,3
2023-03-25,187,double,3,Copenhagen,3
2023-03-25,458,suite,5,New York,3
2023-03-25,163,double,1,Copenhagen,3
2023-03-25,362,suite,2,Berlin,3
2023-03-25,113,single,2,Berlin,3
2023-03-25,267,single,2,New York,3
2023-03-25,187,single,2,New York,3
2023-03-25,320,double,5,New York,3
2023-03-25,116,double,4,Copenhagen,3
2023-03-25,258,single,3,New York,3
2023-03-26,122,single,3,Copenhagen,3
2023-03-26,207,double,4,New York,3
2023-03-26,131,single,4,Berlin,3
2023-03-26,292,double,4,New York,3
2023-03-26,318,suite,3,New York,3
2023-03-26,158,single,3,New York,3
2023-03-26,155,single,4,New York,3
2023-03-26,367,suite,4,New York,3
2023-03-26,231,double,5,New York,3
2023-03-26,549,suite,1,New York,3
2023-03-26,61,single,2,Berlin,3
2023-03-26,215,single,1,New York,3
2023-03-26,280,single,2,New York,3
2023-03-26,306,double,3,New York,3
2023-03-26,299,suite,2,Copenhagen,3
2023-03-26,409,suite,1,New York,3
2023-03-26,302,single,4,New York,3
2023-03-26,174,double,4,Copenhagen,3
2023-03-26,164,double,2,Berlin,3
2023-03-26,174,single,4,New York,3
2023-03-27,135,single,2,Berlin,3
2023-03-27,116,single,1,Berlin,3
2023-03-27,231,single,4,New York,3
2023-03-27,209,double,2,New York,3
2023-03-27,267,single,4,New York,3
2023-03-27,477,suite,1,New York,3
2023-03-27,142,single,5,Copenhagen,3
2023-03-27,136,single,1,Copenhagen,3
2023-03-27,355,double,2,New York,3
2023-03-27,409,suite,1,New York,3
2023-03-27,113,single,1,Berlin,3
2023-03-27,55,single,3,Berlin,3
2023-03-27,89,single,4,Copenhagen,3
2023-03-27,240,double,3,New York,3
2023-03-27,154,double,4,Copenhagen,3
2023-03-27,250,suite,3,Berlin,3
2023-03-27,248,double,3,New York,3
2023-03-27,123,single,3,Copenhagen,3
2023-03-27,327,suite,1,Berlin,3
2023-03-27,142,single,5,Copenhagen,3
2023-03-28,85,single,5,Copenhagen,3
2023-03-28,94,single,2,Berlin,3
2023-03-28,133,double,3,Copenhagen,3
2023-03-28,82,single,3,Berlin,3
2023-03-28,512,suite,3,New York,3
2023-03-28,93,single,5,Copenhagen,3
2023-03-28,164,single,4,New York,3
2023-03-28,138,single,5,Berlin,3
2023-03-28,281,double,2,New York,3
2023-03-28,295,double,4,New York,3
2023-03-28,138,single,3,Copenhagen,3
2023-03-28,155,single,4,New York,3
2023-03-28,262,single,2,New York,3
2023-03-28,209,double,4,Copenhagen,3
2023-03-28,388,double,2,New York,3
2023-03-28,138,single,2,Copenhagen,3
2023-03-28,76,single,4,Copenhagen,3
2023-03-28,101,single,3,Berlin,3
2023-03-28,315,suite,3,New York,3
2023-03-28,107,single,1,Copenhagen,3
2023-03-29,288,double,4,New York,3
2023-03-29,90,single,2,Berlin,3
2023-03-29,288,suite,4,Copenhagen,3
2023-03-29,303,single,3,New York,3
2023-03-29,130,single,1,Copenhagen,3
2023-03-29,228,single,5,New York,3
2023-03-29,281,double,1,New York,3
2023-03-29,280,double,3,New York,3
2023-03-29,343,double,4,New York,3
2023-03-29,377,suite,1,New York,3
2023-03-29,54,single,5,Berlin,3
2023-03-29,357,double,1,New York,3
2023-03-29,273,double,3,New York,3
2023-03-29,85,single,3,Berlin,3
2023-03-29,133,single,2,Copenhagen,3
2023-03-29,144,single,5,Copenhagen,3
2023-03-29,224,double,3,Copenhagen,3
2023-03-29,105,single,5,Berlin,3
2023-03-29,249,suite,3,Copenhagen,3
2023-03-29,186,single,3,New York,3
2023-03-30,209,double,5,New York,3
2023-03-30,371,double,3,New York,3
2023-03-30,289,single,3,New York,3
2023-03-30,340,suite,5,New York,3
2023-03-30,474,suite,1,New York,3
2023-03-30,55,single,1,Berlin,3
2023-03-30,212,single,5,New York,3
2023-03-30,109,single,1,Copenhagen,3
2023-03-30,81,single,2,Berlin,3
2023-03-30,210,single,2,New York,3
2023-03-30,274,double,4,New York,3
2023-03-30,357,double,5,New York,3
2023-03-30,281,double,4,New York,3
2023-03-30,106,double,2,Berlin,3
2023-03-30,265,single,5,New York,3
2023-03-30,67,single,1,Berlin,3
2023-03-30,192,single,1,New York,3
2023-03-30,370,double,4,New York,3
2023-03-30,388,double,5,New York,3
2023-03-30,396,double,5,New York,3
2023-03-31,119,double,5,Copenhagen,3
2023-03-31,408,suite,5,New York,3
2023-03-31,283,single,1,New York,3
2023-03-31,275,double,3,New York,3
2023-03-31,233,double,4,New York,3
2023-03-31,182,double,1,Copenhagen,3
2023-03-31,111,single,5,Copenhagen,3
2023-03-31,143,single,3,Berlin,3
2023-03-31,220,double,4,Copenhagen,3
2023-03-31,302,double,2,New York,3
2023-03-31,359,suite,3,Copenhagen,3
2023-03-31,445,suite,1,New York,3
2023-03-31,273,suite,3,Copenhagen,3
2023-03-31,233,double,2,New York,3
2023-03-31,162,single,4,New York,3
2023-03-31,322,suite,1,New York,3
2023-03-31,310,single,2,New York,3
2023-03-31,235,single,3,New York,3
2023-03-31,491,suite,5,New York,3
2023-03-31,147,double,2,Copenhagen,3
2023-04-01,353,double,4,New York,4
2023-04-01,215,suite,1,Copenhagen,4
2023-04-01,116,single,2,Berlin,4
2023-04-01,303,double,1,New York,4
2023-04-01,53,single,4,Berlin,4
2023-04-01,226,double,4,Copenhagen,4
2023-04-01,132,double,4,Copenhagen,4
2023-04-01,307,single,1,New York,4
2023-04-01,110,single,1,Copenhagen,4
2023-04-01,296,single,5,New York,4
2023-04-01,107,single,5,Copenhagen,4
2023-04-01,84,single,3,Berlin,4
2023-04-01,439,suite,5,New York,4
2023-04-01,169,single,3,New York,4
2023-04-01,74,single,1,Berlin,4
2023-04-01,200,single,2,New York,4
2023-04-01,137,double,2,Copenhagen,4
2023-04-01,115,single,4,Copenhagen,4
2023-04-01,147,double,5,Berlin,4
2023-04-01,230,suite,1,Berlin,4
2023-04-02,290,double,2,New York,4
2023-04-02,138,double,1,Copenhagen,4
2023-04-02,409,suite,2,New York,4
2023-04-02,122,single,1,Copenhagen,4
2023-04-02,149,single,3,Copenhagen,4
2023-04-02,357,double,3,New York,4
2023-04-02,385,double,2,New York,4
2023-04-02,67,single,3,Berlin,4
2023-04-02,183,single,1,New York,4
2023-04-02,278,single,3,New York,4
2023-04-02,135,single,3,Berlin,4
2023-04-02,124,single,4,Copenhagen,4
2023-04-02,72,single,1,Berlin,4
2023-04-02,142,single,1,Copenhagen,4
2023-04-02,331,double,2,New York,4
2023-04-02,123,single,3,Berlin,4
2023-04-02,289,double,1,New York,4
2023-04-02,375,suite,5,Berlin,4
2023-04-02,259,single,5,New York,4
2023-04-02,223,double,3,New York,4
2023-04-03,110,single,4,Berlin,4
2023-04-03,296,suite,3,Copenhagen,4
2023-04-03,355,suite,5,Copenhagen,4
2023-04-03,193,single,2,New York,4
2023-04-03,168,single,2,New York,4
2023-04-03,228,double,1,Berlin,4
2023-04-03,246,double,5,New York,4
2023-04-03,117,single,2,Copenhagen,4
2023-04-03,102,single,3,Copenhagen,4
2023-04-03,624,suite,2,New York,4
2023-04-03,58,single,3,Berlin,4
2023-04-03,126,single,1,Copenhagen,4
2023-04-03,206,single,1,New York,4
2023-04-03,139,single,4,Copenhagen,4
2023-04-03,314,suite,4,Copenhagen,4
2023-04-03,63,single,5,Berlin,4
2023-04-03,204,suite,5,Berlin,4
2023-04-03,239,single,5,New York,4
2023-04-03,358,suite,1,Berlin,4
2023-04-03,456,suite,2,New York,4
2023-04-04,55,single,2,Berlin,4
2023-04-04,280,suite,5,Copenhagen,4
2023-04-04,106,single,2,Copenhagen,4
2023-04-04,283,double,4,New York,4
2023-04-04,234,suite,4,Berlin,4
2023-04-04,119,single,5,Berlin,4
2023-04-04,145,single,2,Berlin,4
2023-04-04,86,single,4,Berlin,4
2023-04-04,411,double,3,New York,4
2023-04-04,141,double,5,Copenhagen,4
2023-04-04,231,double,3,New York,4
2023-04-04,222,single,5,New York,4
2023-04-04,218,single,4,New York,4
2023-04-04,94,single,1,Berlin,4
2023-04-04,310,double,4,New York,4
2023-04-04,411,double,1,New York,4
2023-04-04,378,double,2,New York,4
2023-04-04,442,suite,5,New York,4
2023-04-04,343,double,2,New York,4
2023-04-04,263,single,2,New York,4
2023-04-05,177,double,4,Copenhagen,4
2023-04-05,313,double,1,New York,4
2023-04-05,313,single,5,New York,4
2023-04-05,90,single,1,Berlin,4
2023-04-05,219,single,2,New York,4
2023-04-05,82,single,5,Berlin,4
2023-04-05,166,single,4,New York,4
2023-04-05,248,double,5,New York,4
2023-04-05,130,double,2,Berlin,4
2023-04-05,184,double,5,Copenhagen,4
2023-04-05,168,single,1,New York,4
2023-04-05,252,single,2,New York,4
2023-04-05,201,single,1,New York,4
2023-04-05,252,single,4,New York,4
2023-04-05,123,double,1,Copenhagen,4
2023-04-05,120,single,2,Copenhagen,4
2023-04-05,320,double,1,New York,4
2023-04-05,139,single,5,Copenhagen,4
2023-04-05,344,double,1,New York,4
2023-04-05,123,single,3,Berlin,4
2023-04-06,98,single,2,Copenhagen,4
2023-04-06,315,single,3,New York,4
2023-04-06,124,double,5,Berlin,4
2023-04-06,235,single,3,New York,4
2023-04-06,220,suite,5,Copenhagen,4
2023-04-06,130,double,2,Berlin,4
2023-04-06,312,double,2,New York,4
2023-04-06,297,single,2,New York,4
2023-04-06,407,suite,2,New York,4
2023-04-06,259,double,5,New York,4
2023-04-06,125,single,5,Copenhagen,4
2023-04-06,138,double,5,Copenhagen,4
2023-04-06,143,single,4,Berlin,4
2023-04-06,230,single,1,New York,4
2023-04-06,168,double,5,Berlin,4
2023-04-06,212,double,5,Copenhagen,4
2023-04-06,546,suite,4,New York,4
2023-04-06,401,double,1,New York,4
2023-04-06,106,single,4,Copenhagen,4
2023-04-06,115,single,3,Copenhagen,4
2023-04-07,419,double,5,New York,4
2023-04-07,209,double,1,Copenhagen,4
2023-04-07,377,double,3,New York,4
2023-04-07,275,single,4,New York,4
2023-04-07,545,suite,3,New York,4
2023-04-07,336,double,1,New York,4
2023-04-07,133,double,2,Berlin,4
2023-04-07,166,single,3,New York,4
2023-04-07,278,suite,5,Copenhagen,4
2023-04-07,312,single,3,New York,4
2023-04-07,120,single,1,Berlin,4
2023-04-07,159,single,3,New York,4
2023-04-07,304,suite,2,Berlin,4
2023-04-07,216,single,2,New York,4
2023-04-07,235,single,2,New York,4
2023-04-07,376,suite,5,New York,4
2023-04-07,243,double,2,New York,4
2023-04-07,112,single,5,Copenhagen,4
2023-04-07,90,single,1,Copenhagen,4
2023-04-07,346,double,5,New York,4
2023-04-08,83,single,3,Copenhagen,4
2023-04-08,608,suite,4,New York,4
2023-04-08,292,single,1,New York,4
2023-04-08,102,single,5,Copenhagen,4
2023-04-08,510,suite,4,New York,4
2023-04-08,110,single,3,Berlin,4
2023-04-08,119,double,5,Copenhagen,4
2023-04-08,148,single,2,Copenhagen,4
2023-04-08,51,single,5,Berlin,4
2023-04-08,215,double,1,Copenhagen,4
2023-04-08,94,single,2,Berlin,4
2023-04-08,81,single,3,Berlin,4
2023-04-08,164,single,4,New York,4
2023-04-08,255,single,4,New York,4
2023-04-08,272,single,2,New York,4
2023-04-08,408,suite,2,New York,4
2023-04-08,221,double,4,New York,4
2023-04-08,323,suite,3,Berlin,4
2023-04-08,329,suite,3,Copenhagen,4
2023-04-08,132,single,5,Berlin,4
2023-04-09,303,single,4,New York,4
2023-04-09,252,single,2,New York,4
2023-04-09,283,single,5,New York,4
2023-04-09,571,suite,2,New York,4
2023-04-09,347,double,1,New York,4
2023-04-09,200,single,2,New York,4
2023-04-09,99,single,2,Copenhagen,4
2023-04-09,137,double,4,Copenhagen,4
2023-04-09,583,suite,2,New York,4
2023-04-09,194,single,2,New York,4
2023-04-09,99,single,4,Berlin,4
2023-04-09,129,single,5,Copenhagen,4
2023-04-09,235,single,3,New York,4
2023-04-09,187,single,5,New York,4
2023-04-09,196,double,4,Copenhagen,4
2023-04-09,224,double,3,New York,4
2023-04-09,242,suite,5,Berlin,4
2023-04-09,532,suite,1,New York,4
2023-04-09,412,double,5,New York,4
2023-04-09,82,single,4,Copenhagen,4
2023-04-10,366,suite,5,Copenhagen,4
2023-04-10,221,single,2,New York,4
2023-04-10,389,suite,4,New York,4
2023-04-10,260,single,2,New York,4
2023-04-10,132,single,5,Berlin,4
2023-04-10,171,single,5,New York,4
2023-04-10,127,single,2,Copenhagen,4
2023-04-10,300,double,1,New York,4
2023-04-10,214,single,4,New York,4
2023-04-10,244,double,4,New York,4
2023-04-10,303,double,1,New York,4
2023-04-10,56,single,5,Berlin,4
2023-04-10,248,single,5,New York,4
2023-04-10,80,single,5,Berlin,4
2023-04-10,109,single,4,Berlin,4
2023-04-10,192,single,4,New York,4
2023-04-10,291,suite,3,Berlin,4
2023-04-10,402,double,3,New York,4
2023-04-10,451,suite,5,New York,4
2023-04-10,289,double,3,New York,4
2023-04-11,279,double,3,New York,4
2023-04-11,118,double,4,Copenhagen,4
2023-04-11,56,single,4,Berlin,4
2023-04-11,77,single,1,Berlin,4
2023-04-11,278,double,5,New York,4
2023-04-11,257,suite,4,Copenhagen,4
2023-04-11,116,single,2,Berlin,4
2023-04-11,326,double,5,New York,4
2023-04-11,335,double,5,New York,4
2023-04-11,97,single,2,Copenhagen,4
2023-04-11,338,double,4,New York,4
2023-04-11,269,single,4,New York,4
2023-04-11,359,double,5,New York,4
2023-04-11,370,double,3,New York,4
2023-04-11,313,suite,2,Copenhagen,4
2023-04-11,144,single,3,Copenhagen,4
2023-04-11,404,double,5,New York,4
2023-04-11,363,double,3,New York,4
2023-04-11,135,single,5,Berlin,4
2023-04-11,79,single,5,Berlin,4
2023-04-12,151,single,4,Copenhagen,4
2023-04-12,601,suite,1,New York,4
2023-04-12,109,single,1,Berlin,4
2023-04-12,240,double,3,New York,4
2023-04-12,198,double,4,Copenhagen,4
2023-04-12,120,single,5,Berlin,4
2023-04-12,230,double,3,New York,4
2023-04-12,260,double,3,New York,4
2023-04-12,93,single,2,Copenhagen,4
2023-04-12,486,suite,5,New York,4
2023-04-12,132,double,5,Copenhagen,4
2023-04-12,274,double,1,New York,4
2023-04-12,80,single,2,Copenhagen,4
2023-04-12,367,suite,4,New York,4
2023-04-12,185,single,5,New York,4
2023-04-12,112,single,3,Berlin,4
2023-04-12,154,double,1,Copenhagen,4
2023-04-12,399,suite,1,New York,4
2023-04-12,518,suite,3,New York,4
2023-04-12,141,single,5,Copenhagen,4
2023-04-13,98,single,3,Copenhagen,4
2023-04-13,261,suite,2,Copenhagen,4
2023-04-13,404,suite,1,New York,4
2023-04-13,137,single,3,Copenhagen,4
2023-04-13,167,double,3,Copenhagen,4
2023-04-13,394,double,2,New York,4
2023-04-13,453,suite,5,New York,4
2023-04-13,91,single,3,Copenhagen,4
2023-04-13,231,single,1,New York,4
2023-04-13,97,single,3,Copenhagen,4
2023-04-13,318,single,5,New York,4
2023-04-13,252,double,1,New York,4
2023-04-13,273,single,3,New York,4
2023-04-13,80,single,2,Berlin,4
2023-04-13,220,double,2,New York,4
2023-04-13,91,single,2,Berlin,4
2023-04-13,423,double,2,New York,4
2023-04-13,320,single,5,New York,4
2023-04-13,133,single,3,Berlin,4
2023-04-13,101,single,5,Berlin,4
2023-04-14,430,double,2,New York,4
2023-04-14,429,double,2,New York,4
2023-04-14,241,single,3,New York,4
2023-04-14,102,single,4,Berlin,4
2023-04-14,130,single,3,Copenhagen,4
2023-04-14,254,double,5,New York,4
2023-04-14,413,double,1,New York,4
2023-04-14,97,single,5,Copenhagen,4
2023-04-14,313,single,5,New York,4
2023-04-14,159,double,3,Copenhagen,4
2023-04-14,388,double,3,New York,4
2023-04-14,134,double,5,Copenhagen,4
2023-04-14,112,single,5,Berlin,4
2023-04-14,55,single,2,Berlin,4
2023-04-14,123,double,2,Copenhagen,4
2023-04-14,510,suite,4,New York,4
2023-04-14,141,double,1,Copenhagen,4
2023-04-14,298,single,3,New York,4
2023-04-14,579,suite,3,New York,4
2023-04-14,278,suite,4,Copenhagen,4
2023-04-15,280,single,1,New York,4
2023-04-15,126,single,1,Copenhagen,4
2023-04-15,215,double,3,Copenhagen,4
2023-04-15,226,double,3,New York,4
2023-04-15,236,suite,1,Copenhagen,4
2023-04-15,97,single,3,Copenhagen,4
2023-04-15,99,single,3,Copenhagen,4
2023-04-15,136,single,4,Copenhagen,4
2023-04-15,194,single,1,New York,4
2023-04-15,372,double,2,New York,4
2023-04-15,549,suite,4,New York,4
2023-04-15,112,single,5,Copenhagen,4
2023-04-15,122,single,1,Berlin,4
2023-04-15,102,single,4,Berlin,4
2023-04-15,65,single,3,Berlin,4
2023-04-15,203,double,1,Copenhagen,4
2023-04-15,249,suite,2,Copenhagen,4
2023-04-15,200,single,4,New York,4
2023-04-15,476,suite,4,New York,4
2023-04-15,234,suite,1,Copenhagen,4
2023-04-16,121,single,2,Berlin,4
2023-04-16,86,single,5,Berlin,4
2023-04-16,137,single,1,Copenhagen,4
2023-04-16,377,suite,5,New York,4
2023-04-16,285,suite,1,Copenhagen,4
2023-04-16,203,single,3,New York,4
2023-04-16,314,single,1,New York,4
2023-04-16,81,single,4,Berlin,4
2023-04-16,141,single,2,Berlin,4
2023-04-16,263,single,2,New York,4
2023-04-16,243,single,3,New York,4
2023-04-16,81,single,4,Berlin,4
2023-04-16,235,single,3,New York,4
2023-04-16,442,suite,2,New York,4
2023-04-16,323,single,1,New York,4
2023-04-16,309,single,5,New York,4
2023-04-16,109,single,2,Berlin,4
2023-04-16,257,suite,2,Copenhagen,4
2023-04-16,185,double,5,Copenhagen,4
2023-04-16,165,double,5,Copenhagen,4
2023-04-17,326,suite,3,Berlin,4
2023-04-17,222,single,5,New York,4
2023-04-17,135,single,5,Berlin,4
2023-04-17,570,suite,4,New York,4
2023-04-17,199,single,3,New York,4
2023-04-17,329,suite,5,New York,4
2023-04-17,523,suite,5,New York,4
2023-04-17,98,single,4,Berlin,4
2023-04-17,280,double,1,New York,4
2023-04-17,122,single,3,Berlin,4
2023-04-17,111,single,4,Copenhagen,4
2023-04-17,510,suite,5,New York,4
2023-04-17,69,single,1,Berlin,4
2023-04-17,139,double,2,Copenhagen,4
2023-04-17,250,double,5,New York,4
2023-04-17,248,double,4,New York,4
2023-04-17,245,single,5,New York,4
2023-04-17,130,single,1,Berlin,4
2023-04-17,245,single,1,New York,4
2023-04-17,239,double,3,New York,4
2023-04-18,280,double,5,New York,4
2023-04-18,380,suite,3,Copenhagen,4
2023-04-18,169,single,1,New York,4
2023-04-18,109,single,2,Copenhagen,4
2023-04-18,136,single,3,Berlin,4
2023-04-18,131,single,2,Copenhagen,4
2023-04-18,117,single,1,Berlin,4
2023-04-18,250,single,1,New York,4
2023-04-18,229,double,2,Copenhagen,4
2023-04-18,107,single,3,Copenhagen,4
2023-04-18,218,double,5,Copenhagen,4
2023-04-18,358,double,2,New York,4
2023-04-18,114,single,2,Copenhagen,4
2023-04-18,131,single,5,Copenhagen,4
2023-04-18,103,single,4,Berlin,4
2023-04-18,260,single,3,New York,4
2023-04-18,310,suite,3,Copenhagen,4
2023-04-18,433,double,5,New York,4
2023-04-18,376,double,5,New York,4
2023-04-18,286,single,5,New York,4
2023-04-19,140,double,3,Berlin,4
2023-04-19,114,single,4,Copenhagen,4
2023-04-19,181,single,5,New York,4
2023-04-19,345,suite,2,Copenhagen,4
2023-04-19,157,double,1,Copenhagen,4
2023-04-19,256,double,2,New York,4
2023-04-19,350,double,1,New York,4
2023-04-19,603,suite,4,New York,4
2023-04-19,335,suite,2,Berlin,4
2023-04-19,282,suite,2,Berlin,4
2023-04-19,122,single,2,Copenhagen,4
2023-04-19,268,double,3,New York,4
2023-04-19,571,suite,1,New York,4
2023-04-19,215,single,5,New York,4
2023-04-19,226,double,2,New York,4
2023-04-19,402,double,2,New York,4
2023-04-19,107,single,3,Berlin,4
2023-04-19,198,double,3,Berlin,4
2023-04-19,229,double,3,New York,4
2023-04-19,172,double,3,Copenhagen,4
2023-04-20,147,double,4,Copenhagen,4
2023-04-20,192,single,5,New York,4
2023-04-20,279,single,2,New York,4
2023-04-20,330,suite,3,Copenhagen,4
2023-04-20,184,single,2,New York,4
2023-04-20,167,single,5,New York,4
2023-04-20,106,single,5,Berlin,4
2023-04-20,372,suite,1,New York,4
2023-04-20,165,single,1,New York,4
2023-04-20,212,suite,5,Copenhagen,4
2023-04-20,305,suite,1,Copenhagen,4
2023-04-20,99,double,1,Berlin,4
2023-04-20,132,single,4,Berlin,4
2023-04-20,119,single,5,Berlin,4
2023-04-20,224,double,4,New York,4
2023-04-20,119,single,1,Copenhagen,4
2023-04-20,141,double,4,Berlin,4
2023-04-20,326,double,5,New York,4
2023-04-20,117,single,4,Berlin,4
2023-04-20,385,suite,2,New York,4
2023-04-21,190,single,2,New York,4
2023-04-21,411,double,2,New York,4
2023-04-21,228,double,1,Berlin,4
2023-04-21,195,single,2,New York,4
2023-04-21,267,single,3,New York,4
2023-04-21,134,single,4,Copenhagen,4
2023-04-21,228,single,4,New York,4
2023-04-21,206,double,2,Berlin,4
2023-04-21,86,single,2,Copenhagen,4
2023-04-21,403,double,3,New York,4
2023-04-21,171,double,5,Copenhagen,4
2023-04-21,197,single,3,New York,4
2023-04-21,414,double,4,New York,4
2023-04-21,637,suite,1,New York,4
2023-04-21,202,double,4,Copenhagen,4
2023-04-21,130,single,5,Copenhagen,4
2023-04-21,317,double,1,New York,4
2023-04-21,403,double,4,New York,4
2023-04-21,371,double,3,New York,4
2023-04-21,310,double,4,New York,4
2023-04-22,320,single,3,New York,4
2023-04-22,531,suite,2,New York,4
2023-04-22,182,double,4,Copenhagen,4
2023-04-22,282,single,1,New York,4
2023-04-22,395,suite,3,New York,4
2023-04-22,78,single,3,Berlin,4
2023-04-22,131,single,2,Copenhagen,4
2023-04-22,131,single,4,Copenhagen,4
2023-04-22,64,single,3,Berlin,4
2023-04-22,248,single,3,New York,4
2023-04-22,330,single,2,New York,4
2023-04-22,316,single,1,New York,4
2023-04-22,386,suite,5,New York,4
2023-04-22,267,single,2,New York,4
2023-04-22,274,double,2,New York,4
2023-04-22,524,suite,1,New York,4
2023-04-22,339,suite,5,Copenhagen,4
2023-04-22,105,single,1,Berlin,4
2023-04-22,188,double,4,Copenhagen,4
2023-04-22,369,suite,5,New York,4
2023-04-23,149,double,1,Berlin,4
2023-04-23,309,single,4,New York,4
2023-04-23,235,double,2,Copenhagen,4
2023-04-23,127,single,3,Berlin,4
2023-04-23,142,double,5,Copenhagen,4
2023-04-23,191,suite,4,Berlin,4
2023-04-23,118,single,4,Berlin,4
2023-04-23,108,single,2,Berlin,4
2023-04-23,353,double,4,New York,4
2023-04-23,70,single,2,Berlin,4
2023-04-23,142,single,3,Copenhagen,4
2023-04-23,275,single,4,New York,4
2023-04-23,316,suite,5,Copenhagen,4
2023-04-23,225,double,4,Copenhagen,4
2023-04-23,211,single,3,New York,4
2023-04-23,330,single,1,New York,4
2023-04-23,283,double,5,New York,4
2023-04-23,107,single,1,Berlin,4
2023-04-23,93,single,4,Copenhagen,4
2023-04-23,239,suite,2,Berlin,4
2023-04-24,71,single,1,Berlin,4
2023-04-24,241,double,3,New York,4
2023-04-24,186,double,5,Copenhagen,4
2023-04-24,249,single,5,New York,4
2023-04-24,454,suite,5,New York,4
2023-04-24,133,single,3,Berlin,4
2023-04-24,154,single,1,Copenhagen,4
2023-04-24,134,single,3,Berlin,4
2023-04-24,63,single,5,Berlin,4
2023-04-24,391,double,5,New York,4
2023-04-24,376,double,4,New York,4
2023-04-24,222,double,1,Copenhagen,4
2023-04-24,288,single,3,New York,4
2023-04-24,335,double,4,New York,4
2023-04-24,126,single,4,Copenhagen,4
2023-04-24,117,single,2,Copenhagen,4
2023-04-24,210,single,1,New York,4
2023-04-24,443,double,3,New York,4
2023-04-24,399,double,2,New York,4
2023-04-24,77,single,4,Berlin,4
2023-04-25,312,single,2,New York,4
2023-04-25,130,single,4,Berlin,4
2023-04-25,109,single,5,Copenhagen,4
2023-04-25,306,single,1,New York,4
